locus_tag	ftype	length_bp	gene	EC_number	COG	product
LCMHGFIA_00064	CDS	597	yadN			putative fimbrial-like protein YadN
LCMHGFIA_00065	CDS	726	yadV_1			putative fimbrial chaperone YadV
LCMHGFIA_00066	CDS	2601	htrE		COG3188	Outer membrane usher protein HtrE
LCMHGFIA_00067	CDS	549	yadM			putative fimbrial-like protein YadM
LCMHGFIA_00068	CDS	606	yadL			putative fimbrial-like protein YadL
LCMHGFIA_00069	CDS	591	yadK			putative fimbrial-like protein YadK
LCMHGFIA_00070	CDS	1110				hypothetical protein
LCMHGFIA_00071	CDS	795	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
LCMHGFIA_00072	CDS	852	panC	6.3.2.1	COG0414	Pantothenate synthetase
LCMHGFIA_00073	CDS	897				ISNCY family transposase ISRor2
LCMHGFIA_00074	CDS	381	panD	4.1.1.11		Aspartate 1-decarboxylase
LCMHGFIA_00075	CDS	1230				hypothetical protein
LCMHGFIA_00076	CDS	441				hypothetical protein
LCMHGFIA_00077	CDS	771	yadH		COG0842	Inner membrane transport permease YadH
LCMHGFIA_00078	CDS	927	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
LCMHGFIA_00079	CDS	663	can	4.2.1.1	COG0288	Carbonic anhydrase 2
LCMHGFIA_00080	CDS	537	hpt	2.4.2.8	COG0634	Hypoxanthine phosphoribosyltransferase
LCMHGFIA_00081	CDS	2391	gcd	1.1.5.2	COG4993	Quinoprotein glucose dehydrogenase
LCMHGFIA_00082	CDS	1551	cueO		COG2132	Blue copper oxidase CueO
LCMHGFIA_00083	CDS	309				hypothetical protein
LCMHGFIA_00084	CDS	867	speE	2.5.1.-	COG0421	Polyamine aminopropyltransferase
LCMHGFIA_00085	CDS	795	speD	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
LCMHGFIA_00086	CDS	363				hypothetical protein
LCMHGFIA_00087	CDS	2598	acnB	4.2.1.3	COG1049	Aconitate hydratase B
LCMHGFIA_00088	CDS	1854				hypothetical protein
LCMHGFIA_00089	CDS	1425	lpdA	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
LCMHGFIA_00090	CDS	1893	aceF	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
LCMHGFIA_00091	CDS	2664	aceE	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
LCMHGFIA_00092	misc_RNA	114				tp2
LCMHGFIA_00093	CDS	765	pdhR_1		COG2186	Pyruvate dehydrogenase complex repressor
LCMHGFIA_00094	CDS	1371	aroP		COG1113	Aromatic amino acid transport protein AroP
LCMHGFIA_00095	CDS	855	ampE		COG3725	Protein AmpE
LCMHGFIA_00096	CDS	552	ampD	3.5.1.28	COG3023	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
LCMHGFIA_00097	CDS	894	nadC	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
LCMHGFIA_00098	CDS	441				hypothetical protein
LCMHGFIA_00099	CDS	1386	epsE_1		COG2804	Type II secretion system protein E
LCMHGFIA_00100	CDS	1203	epsF_1		COG1459	Type II secretion system protein F
LCMHGFIA_00101	CDS	1044	guaC	1.7.1.7	COG0516	GMP reductase
LCMHGFIA_00102	CDS	621	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
LCMHGFIA_00103	CDS	744	zapD		COG4582	Cell division protein ZapD
LCMHGFIA_00104	CDS	198	yacG		COG3024	DNA gyrase inhibitor YacG
LCMHGFIA_00105	misc_RNA	78				naRNA4
LCMHGFIA_00106	CDS	399	mutT	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
LCMHGFIA_00107	misc_RNA	70				STnc40
LCMHGFIA_00108	CDS	2706	secA		COG0653	Protein translocase subunit SecA
LCMHGFIA_00109	CDS	486	secM			Secretion monitor
LCMHGFIA_00110	CDS	918	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
LCMHGFIA_00111	CDS	1152	ftsZ		COG0206	Cell division protein FtsZ
LCMHGFIA_00112	misc_RNA	90				PssrA
LCMHGFIA_00113	CDS	1263	ftsA_1		COG0849	Cell division protein FtsA
LCMHGFIA_00114	CDS	831	ftsQ		COG1589	Cell division protein FtsQ
LCMHGFIA_00115	CDS	921	ddlB	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
LCMHGFIA_00116	CDS	1476	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
LCMHGFIA_00117	CDS	1068	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
LCMHGFIA_00118	CDS	1245	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
LCMHGFIA_00119	CDS	1317	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
LCMHGFIA_00120	CDS	1083	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
LCMHGFIA_00121	CDS	1359	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
LCMHGFIA_00122	CDS	1488	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
LCMHGFIA_00123	CDS	1767	ftsI	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
LCMHGFIA_00124	CDS	366	ftsL		COG3116	Cell division protein FtsL
LCMHGFIA_00125	CDS	942	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
LCMHGFIA_00126	CDS	459	mraZ		COG2001	Transcriptional regulator MraZ
LCMHGFIA_00127	CDS	1005	cra		COG1609	Catabolite repressor/activator
LCMHGFIA_00128	CDS	492	ilvH	2.2.1.6	COG0440	Acetolactate synthase isozyme 3 small subunit
LCMHGFIA_00129	CDS	1725	ilvI	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
LCMHGFIA_00130	CDS	945	leuO			HTH-type transcriptional regulator LeuO
LCMHGFIA_00131	misc_RNA	150				Leu_leader
LCMHGFIA_00132	CDS	1572	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
LCMHGFIA_00133	CDS	1092	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
LCMHGFIA_00134	CDS	1401	leuC_1	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
LCMHGFIA_00135	CDS	333	leuD_1	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit
LCMHGFIA_00136	CDS	243	leuD_2	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit
LCMHGFIA_00137	misc_RNA	227				SgrS
LCMHGFIA_00138	CDS	1659	sgrR_1		COG4533	HTH-type transcriptional regulator SgrR
LCMHGFIA_00139	CDS	108				hypothetical protein
LCMHGFIA_00140	CDS	570				hypothetical protein
LCMHGFIA_00141	misc_RNA	100				TPP
LCMHGFIA_00142	CDS	984	thiB		COG4143	Thiamine-binding periplasmic protein
LCMHGFIA_00143	CDS	1611				hypothetical protein
LCMHGFIA_00144	CDS	699	thiQ	3.6.3.-	COG3840	Thiamine import ATP-binding protein ThiQ
LCMHGFIA_00145	CDS	765	yabI		COG0586	Inner membrane protein YabI
LCMHGFIA_00146	CDS	879	araC			Arabinose operon regulatory protein
LCMHGFIA_00147	CDS	1701	araB	2.7.1.16	COG1069	Ribulokinase
LCMHGFIA_00148	CDS	1503	araA	5.3.1.4	COG2160	L-arabinose isomerase
LCMHGFIA_00149	CDS	696	araD	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase AraD
LCMHGFIA_00150	CDS	2352	polB	2.7.7.7	COG0417	DNA polymerase II
LCMHGFIA_00151	CDS	2907	rapA_1	3.6.4.-	COG0553	RNA polymerase-associated protein RapA
LCMHGFIA_00152	CDS	660	rluA	5.4.99.28	COG0564	Dual-specificity RNA pseudouridine synthase RluA
LCMHGFIA_00153	CDS	738				hypothetical protein
LCMHGFIA_00154	CDS	816	djlA		COG1076	Co-chaperone protein DjlA
LCMHGFIA_00155	CDS	2355	lptD		COG1452	LPS-assembly protein LptD
LCMHGFIA_00156	CDS	1287	surA	5.2.1.8	COG0760	Chaperone SurA
LCMHGFIA_00157	CDS	990	pdxA	1.1.1.262	COG1995	4-hydroxythreonine-4-phosphate dehydrogenase
LCMHGFIA_00158	CDS	822	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
LCMHGFIA_00159	CDS	378	apaG		COG2967	Protein ApaG
LCMHGFIA_00160	CDS	849	apaH	3.6.1.41	COG0639	Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
LCMHGFIA_00161	CDS	315	ccdB_1			Toxin CcdB
LCMHGFIA_00162	CDS	234				hypothetical protein
LCMHGFIA_00163	CDS	591	folA	1.5.1.3	COG0262	Dihydrofolate reductase
LCMHGFIA_00164	CDS	1863	kefC_1		COG0475	Glutathione-regulated potassium-efflux system protein KefC
LCMHGFIA_00165	CDS	531	kefF	1.6.5.2	COG2249	Glutathione-regulated potassium-efflux system ancillary protein KefF
LCMHGFIA_00166	CDS	1332	ygcS_1			Inner membrane metabolite transport protein YgcS
LCMHGFIA_00167	CDS	288	fixX_1		COG2440	Ferredoxin-like protein FixX
LCMHGFIA_00168	CDS	1287	thi4	2.4.2.59		Thiamine thiazole synthase
LCMHGFIA_00169	CDS	942	fixB_1		COG2025	Protein FixB
LCMHGFIA_00170	CDS	771	fixA_1		COG2086	Protein FixA
LCMHGFIA_00171	CDS	1515	caiT_1		COG1292	L-carnitine/gamma-butyrobetaine antiporter
LCMHGFIA_00172	CDS	1143	caiA_1	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
LCMHGFIA_00173	CDS	1218	caiB	2.8.3.21	COG1804	L-carnitine CoA-transferase
LCMHGFIA_00174	CDS	1554	caiC	6.2.1.48	COG0318	Crotonobetaine/carnitine--CoA ligase
LCMHGFIA_00175	CDS	786	caiD	4.2.1.149	COG1024	Carnitinyl-CoA dehydratase
LCMHGFIA_00176	CDS	591	yrdA_1		COG0663	Protein YrdA
LCMHGFIA_00177	CDS	396				hypothetical protein
LCMHGFIA_00178	CDS	219				hypothetical protein
LCMHGFIA_00179	CDS	3222	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
LCMHGFIA_00180	CDS	1149	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
LCMHGFIA_00181	misc_RNA	53				ES003
LCMHGFIA_00182	CDS	822	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
LCMHGFIA_00183	CDS	915	rihC	3.2.-.-	COG1957	Non-specific ribonucleoside hydrolase RihC
LCMHGFIA_00184	CDS	951	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
LCMHGFIA_00185	CDS	450	fkpB	5.2.1.8	COG1047	FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase
LCMHGFIA_00186	CDS	495	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
LCMHGFIA_00187	CDS	2817	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
LCMHGFIA_00188	CDS	942	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
LCMHGFIA_00189	CDS	264	rpsT		COG0268	30S ribosomal protein S20
LCMHGFIA_00190	CDS	1422				hypothetical protein
LCMHGFIA_00191	CDS	534	yehD_1			putative fimbrial-like protein YehD
LCMHGFIA_00192	CDS	684	yehC_1		COG3121	putative fimbrial chaperone YehC
LCMHGFIA_00193	CDS	1902	yehB_1		COG3188	Outer membrane usher protein YehB
LCMHGFIA_00194	CDS	375	yehB_2		COG3188	Outer membrane usher protein YehB
LCMHGFIA_00195	CDS	327				hypothetical protein
LCMHGFIA_00196	CDS	426				hypothetical protein
LCMHGFIA_00197	CDS	900	nhaR		COG0583	Transcriptional activator protein NhaR
LCMHGFIA_00198	CDS	1167	nhaA		COG3004	Na(+)/H(+) antiporter NhaA
LCMHGFIA_00199	misc_RNA	153				sok
LCMHGFIA_00200	CDS	210				hypothetical protein
LCMHGFIA_00201	CDS	1131	dnaJ		COG0484	Chaperone protein DnaJ
LCMHGFIA_00202	misc_RNA	78				tpke11
LCMHGFIA_00203	CDS	1917	dnaK_1		COG0443	Chaperone protein DnaK
LCMHGFIA_00204	CDS	405				hypothetical protein
LCMHGFIA_00205	CDS	714				hypothetical protein
LCMHGFIA_00206	CDS	567	satP		COG1584	Succinate-acetate/proton symporter SatP
LCMHGFIA_00207	CDS	588	mog	2.7.7.75	COG0521	Molybdopterin adenylyltransferase
LCMHGFIA_00208	CDS	954	talB	2.2.1.2	COG0176	Transaldolase B
LCMHGFIA_00209	CDS	1431	alsT		COG1115	Amino-acid carrier protein AlsT
LCMHGFIA_00210	CDS	777	yaaA		COG3022	Peroxide stress resistance protein YaaA
LCMHGFIA_00211	CDS	297				hypothetical protein
LCMHGFIA_00212	CDS	1287	thrC	4.2.3.1	COG0498	Threonine synthase
LCMHGFIA_00213	CDS	933	thrB	2.7.1.39	COG0083	Homoserine kinase
LCMHGFIA_00214	CDS	2463	thrA		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 1
LCMHGFIA_00215	misc_RNA	114				Thr_leader
LCMHGFIA_00216	CDS	687	trmH_1	2.1.1.34		tRNA (guanosine(18)-2'-O)-methyltransferase
LCMHGFIA_00217	CDS	717	arcA		COG0745	Aerobic respiration control protein ArcA
LCMHGFIA_00218	CDS	1353	creD		COG4452	Inner membrane protein CreD
LCMHGFIA_00219	CDS	1425	creC	2.7.13.3	COG0642	Sensor protein CreC
LCMHGFIA_00220	CDS	690	creB		COG0745	Transcriptional regulatory protein CreB
LCMHGFIA_00221	CDS	474				hypothetical protein
LCMHGFIA_00222	CDS	870	rob_1		COG2207	Right origin-binding protein
LCMHGFIA_00223	CDS	648	pspB_1	3.1.3.3	COG0406	Putative phosphoserine phosphatase 2
LCMHGFIA_00224	CDS	513	yjjX	3.6.1.-	COG1986	Inosine/xanthosine triphosphatase
LCMHGFIA_00225	CDS	297	trpR		COG2973	Trp operon repressor
LCMHGFIA_00226	CDS	1938	slt	4.2.2.-	COG0741	Soluble lytic murein transglycosylase
LCMHGFIA_00227	CDS	1668	ettA		COG0488	Energy-dependent translational throttle protein EttA
LCMHGFIA_00228	misc_RNA	79				naRNA4
LCMHGFIA_00229	CDS	168				hypothetical protein
LCMHGFIA_00230	CDS	1233	nadR		COG1056	Trifunctional NAD biosynthesis/regulator protein NadR
LCMHGFIA_00231	CDS	1383	radA	3.6.4.-	COG1066	DNA repair protein RadA
LCMHGFIA_00232	CDS	969	serB	3.1.3.3	COG0560	Phosphoserine phosphatase
LCMHGFIA_00233	CDS	1689	lplA	6.3.1.20		Lipoate-protein ligase A
LCMHGFIA_00234	CDS	264				hypothetical protein
LCMHGFIA_00235	CDS	720	deoD	2.4.2.1	COG0813	Purine nucleoside phosphorylase DeoD-type
LCMHGFIA_00236	CDS	1224	deoB	5.4.2.7	COG1015	Phosphopentomutase
LCMHGFIA_00237	CDS	1323	deoA	2.4.2.4	COG0213	Thymidine phosphorylase
LCMHGFIA_00238	CDS	780	deoC	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
LCMHGFIA_00239	CDS	1269	yjjI_1			putative protein YjjI
LCMHGFIA_00240	CDS	246	yjjI_2			putative protein YjjI
LCMHGFIA_00241	CDS	864	yjjW	1.97.1.-	COG1180	Putative glycyl-radical enzyme activating enzyme YjjW
LCMHGFIA_00242	misc_RNA	79				naRNA4
LCMHGFIA_00243	misc_RNA	79				naRNA4
LCMHGFIA_00244	CDS	783	yjjV	3.1.-.-	COG0084	putative metal-dependent hydrolase YjjV
LCMHGFIA_00245	CDS	1074				hypothetical protein
LCMHGFIA_00246	CDS	162				hypothetical protein
LCMHGFIA_00247	CDS	606	osmY_1		COG2823	Osmotically-inducible protein Y
LCMHGFIA_00248	CDS	1590	prfC		COG4108	Peptide chain release factor RF3
LCMHGFIA_00249	CDS	678	yjjG	3.1.3.5	COG1011	Pyrimidine 5'-nucleotidase YjjG
LCMHGFIA_00250	CDS	447	rimI	2.3.1.266	COG0456	[Ribosomal protein S18]-alanine N-acetyltransferase
LCMHGFIA_00251	CDS	414	holD	2.7.7.7	COG3050	DNA polymerase III subunit psi
LCMHGFIA_00252	CDS	1032	rsmC	2.1.1.172	COG2813	Ribosomal RNA small subunit methyltransferase C
LCMHGFIA_00253	tRNA	87				tRNA-Leu(cag)
LCMHGFIA_00254	CDS	237				hypothetical protein
LCMHGFIA_00255	CDS	789	fhuF		COG4114	Ferric iron reductase protein FhuF
LCMHGFIA_00256	CDS	678	bglJ		COG2197	Transcriptional activator protein BglJ
LCMHGFIA_00257	CDS	726	yjjQ			Putative transcription factor YjjQ
LCMHGFIA_00258	CDS	771	yjjP		COG2966	Inner membrane protein YjjP
LCMHGFIA_00259	CDS	474				hypothetical protein
LCMHGFIA_00260	CDS	540	dnaT_1			Primosomal protein 1
LCMHGFIA_00261	CDS	738	dnaC_1		COG1484	DNA replication protein DnaC
LCMHGFIA_00262	CDS	495				hypothetical protein
LCMHGFIA_00263	CDS	2292	mdoB	2.7.8.20		Phosphoglycerol transferase I
LCMHGFIA_00264	CDS	1023	lgoD	1.1.1.414	COG1063	L-galactonate-5-dehydrogenase
LCMHGFIA_00265	CDS	915	lgoR		COG1802	putative HTH-type transcriptional regulator LgoR
LCMHGFIA_00266	CDS	1362	lgoT			putative L-galactonate transporter
LCMHGFIA_00267	CDS	1665	tsr		COG0840	Methyl-accepting chemotaxis protein I
LCMHGFIA_00268	CDS	543				hypothetical protein
LCMHGFIA_00269	CDS	2151	btsT		COG1966	Pyruvate/proton symporter BtsT
LCMHGFIA_00270	CDS	204				hypothetical protein
LCMHGFIA_00271	CDS	957	yjiA	3.6.-.-	COG0523	P-loop guanosine triphosphatase YjiA
LCMHGFIA_00272	CDS	1359				hypothetical protein
LCMHGFIA_00273	CDS	285				hypothetical protein
LCMHGFIA_00274	CDS	2433				hypothetical protein
LCMHGFIA_00275	CDS	1470		2.1.1.72	COG0286	putative type I restriction enzymeP M protein
LCMHGFIA_00276	CDS	1755				hypothetical protein
LCMHGFIA_00277	misc_RNA	77				symR
LCMHGFIA_00278	CDS	342	symE	3.1.-.-		Toxic protein SymE
LCMHGFIA_00279	CDS	1164				hypothetical protein
LCMHGFIA_00280	CDS	882				hypothetical protein
LCMHGFIA_00281	CDS	165				hypothetical protein
LCMHGFIA_00282	CDS	1413	norG		COG1167	HTH-type transcriptional regulator NorG
LCMHGFIA_00283	CDS	201	rpnD	3.1.21.-		Recombination-promoting nuclease RpnD
LCMHGFIA_00284	CDS	783				ISNCY family transposase ISSen7
LCMHGFIA_00285	CDS	1233	mdtM			Multidrug resistance protein MdtM
LCMHGFIA_00286	CDS	1272				hypothetical protein
LCMHGFIA_00287	CDS	1152	fldC	4.2.1.-		(R)-phenyllactyl-CoA dehydratase beta subunit
LCMHGFIA_00288	CDS	768	fldI	3.6.1.-		(R)-phenyllactate dehydratase activator
LCMHGFIA_00289	CDS	267				hypothetical protein
LCMHGFIA_00290	CDS	2184				hypothetical protein
LCMHGFIA_00291	CDS	843	yjiK_1		COG3204	putative protein YjiK
LCMHGFIA_00292	CDS	1179				hypothetical protein
LCMHGFIA_00293	CDS	5103				hypothetical protein
LCMHGFIA_00294	CDS	486				hypothetical protein
LCMHGFIA_00295	CDS	684				hypothetical protein
LCMHGFIA_00296	CDS	462	yjiG		COG0700	Inner membrane protein YjiG
LCMHGFIA_00297	CDS	1173	iadA	3.4.19.-		Isoaspartyl dipeptidase
LCMHGFIA_00298	CDS	729	qseD			HTH domain-truncated transcriptional regulator QseD
LCMHGFIA_00299	CDS	393	iraD			Anti-adapter protein IraD
LCMHGFIA_00300	CDS	102	ytiC			Protein YtiC
LCMHGFIA_00301	CDS	831				hypothetical protein
LCMHGFIA_00302	CDS	726	pdhR_2		COG2186	Pyruvate dehydrogenase complex repressor
LCMHGFIA_00303	CDS	195				hypothetical protein
LCMHGFIA_00304	CDS	1461	por_1	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
LCMHGFIA_00305	CDS	1185	uxuA	4.2.1.8	COG1312	Mannonate dehydratase
LCMHGFIA_00306	CDS	1344	gntP		COG2610	High-affinity gluconate transporter
LCMHGFIA_00307	CDS	903	fimH_1			Type 1 fimbrin D-mannose specific adhesin
LCMHGFIA_00308	CDS	504	fimG_1			Protein FimG
LCMHGFIA_00309	CDS	531	fimF_1			Protein FimF
LCMHGFIA_00310	CDS	2637	fimD_1		COG3188	Outer membrane usher protein FimD
LCMHGFIA_00311	CDS	726	fimC			Chaperone protein FimC
LCMHGFIA_00312	CDS	498	lpfA_1			putative major fimbrial subunit LpfA
LCMHGFIA_00313	CDS	549	fimA_1			Type-1 fimbrial protein, A chain
LCMHGFIA_00314	CDS	597				ISKra4 family transposase ISCep1
LCMHGFIA_00315	CDS	603				ISKra4 family transposase ISCep1
LCMHGFIA_00316	CDS	717	nanC			putative N-acetylneuraminic acid outer membrane channel protein NanC
LCMHGFIA_00317	CDS	1107	nanM_1	5.1.3.24	COG3055	N-acetylneuraminate epimerase
LCMHGFIA_00318	CDS	981	nanS	3.1.1.-		putative 9-O-acetyl-N-acetylneuraminic acid deacetylase
LCMHGFIA_00319	CDS	246			COG3385	IS4 family transposase ISCro3
